international,age,semesters_completed,commute_distance_km,financial_need_score,housing_urgency_rating,grades,should_recieve_housing,HO,A1,A2,A3,A4
domestic,25,3,10.8,35.09,4.8,4.43,0,0,0,0,0,0
international,29,5,6.8,50.99,2.6,3.8,0,0,0,0,0,0
international,23,1,27.5,41.93,4.8,6.6,0,0,0,0,0,0
international,32,8,15.6,51.98,4.1,92.0,0,0,0,0,0,0
international,22,6,12.8,55.81,3.8,1.8,0,0,0,0,0,0
domestic,34,11,15.3,58.98,2.7,3.9,0,0,0,0,0,0
domestic,27,11,7.1,40.7,1.5,2.91,0,0,0,0,0,0
domestic,25,5,5.5,44.33,3.9,4.44,0,0,0,0,0,0
domestic,29,9,29.9,35.01,1.6,5.41,0,0,0,0,0,0
international,28,7,14.6,74.04,5.2,1.7,0,0,1,1,1,0
domestic,22,2,14.3,73.84,8.0,,1,1,1,1,1,1
domestic,28,7,42.6,42.23,6.7,1.47,0,0,0,0,0,0
domestic,30,7,40.9,44.1,6.8,4.02,0,0,0,0,0,0
domestic,31,4,28.1,27.01,3.6,4.15,0,0,0,0,0,0
international,26,2,33.7,83.7,8.0,A,1,1,1,1,1,1
domestic,26,9,35.1,23.3,5.3,5.65,0,0,0,0,0,0
domestic,20,2,0.7,72.38,5.5,4.73,1,1,1,1,1,1
domestic,29,2,16.3,58.31,5.8,5.86,0,1,0,0,1,0
international,23,1,53.1,63.74,6.1,,1,1,0,1,0,1
domestic,23,3,0.4,68.44,2.9,3.1,0,0,1,0,0,0
domestic,26,7,50.7,44.15,5.8,3.56,0,0,0,0,0,0
domestic,27,1,19.7,55.57,4.3,4.08,0,0,0,0,0,0
domestic,28,7,29.3,51.19,3.1,2.94,0,0,0,0,0,0
international,22,3,35.8,48.83,5.4,2.1,0,0,0,0,0,0
domestic,26,5,30.4,32.16,5.2,4.21,0,0,0,0,0,0
international,24,2,8.4,61.67,3.9,66.4,0,0,0,1,0,0
international,20,2,5.9,78.06,7.4,35.6,1,1,1,1,1,1
domestic,29,8,24.2,62.82,5.2,2.2,0,0,0,1,0,0
domestic,24,8,9.3,65.73,7.9,5.79,1,1,0,1,1,1
domestic,31,5,18.3,11.23,3.8,5.18,0,0,0,0,0,0
domestic,24,7,17.5,66.75,5.8,5.07,0,1,0,1,0,0
domestic,26,5,28.6,74.42,5.1,3.82,1,1,1,1,1,1
international,25,6,45.8,78.54,5.4,7.3,1,1,1,1,1,1
international,30,8,35.2,73.41,4.6,A,0,0,1,1,0,0
international,25,6,17.6,68.05,5.4,A,1,1,1,1,1,0
domestic,20,4,3.8,58.32,5.5,4.38,0,1,0,0,0,0
domestic,22,5,2.4,58.87,4.1,5.25,0,0,0,0,0,0
domestic,23,3,29.4,79.89,5.8,2.48,1,1,1,1,1,1
domestic,28,9,55.5,58.46,5.8,,1,0,0,0,0,0
domestic,29,8,16.1,40.2,3.2,5.38,0,0,0,0,0,0
domestic,19,1,0.9,64.78,6.0,4.72,1,1,0,1,1,1
domestic,24,4,28.1,61.38,6.0,2.65,1,1,0,1,1,0
international,33,10,38.6,60.45,4.1,1.5,0,0,0,1,0,0
domestic,25,4,19.6,60.52,6.6,3.65,1,1,0,1,1,0
domestic,30,10,5.7,58.94,3.0,2.83,0,0,0,0,0,0
domestic,19,2,12.0,63.46,6.5,5.41,1,1,0,1,1,1
domestic,25,3,17.0,22.74,1.4,3.13,0,0,0,0,0,0
domestic,29,4,9.2,55.63,6.1,5.83,0,0,0,0,1,0
international,28,6,18.0,69.61,8.5,,1,1,1,1,1,1
domestic,29,8,0.8,44.47,1.7,3.92,0,0,0,0,0,0
domestic,21,4,12.7,61.22,7.5,,1,1,0,1,1,1
international,22,1,32.1,87.59,6.5,92.0,1,1,1,1,1,1
domestic,24,2,25.4,35.04,3.5,4.57,0,0,0,0,0,0
domestic,22,4,16.6,66.77,5.8,4.19,1,1,0,1,1,1
international,31,8,53.5,65.89,5.2,A,0,0,1,1,0,0
domestic,27,5,12.6,66.14,4.3,4.73,0,0,0,1,0,0
domestic,22,4,6.4,47.04,6.1,5.65,0,1,0,0,0,0
domestic,20,3,1.9,53.78,6.0,4.2,1,1,0,0,0,0
domestic,26,6,3.7,36.43,3.5,3.24,0,0,0,0,0,0
international,30,8,33.0,53.68,3.1,76.5,0,0,0,0,0,0
domestic,20,4,9.9,36.25,5.5,4.3,0,0,0,0,0,0
domestic,26,9,36.9,39.83,5.3,5.68,0,0,0,0,0,0
international,33,7,39.1,32.87,4.9,A,0,0,0,0,0,0
domestic,21,5,2.4,85.8,6.5,,1,1,1,1,1,1
international,21,3,68.5,50.44,7.7,5.9,1,1,0,1,0,1
international,32,10,39.3,53.96,3.0,2.4,0,0,0,0,0,0
international,32,7,23.4,59.92,5.1,B,1,0,0,1,1,0
domestic,30,6,23.1,39.69,3.7,,0,0,0,0,0,0
domestic,31,4,27.9,60.7,5.7,5.68,1,0,0,0,1,0
domestic,28,10,51.2,19.02,2.5,3.45,0,0,0,0,0,0
international,28,7,30.6,66.73,4.2,B,0,0,1,1,0,0
international,27,8,16.2,77.24,7.2,37.4,1,1,1,1,1,1
domestic,32,8,28.1,51.95,5.2,4.83,0,0,0,0,0,0
domestic,25,4,24.8,49.3,3.5,2.84,0,0,0,0,0,0
domestic,28,8,3.5,50.53,1.1,4.32,0,0,0,0,0,0
international,35,11,47.6,51.76,2.2,A,0,0,0,0,0,0
international,28,5,1.5,41.11,2.5,47.0,0,0,0,0,0,0
domestic,23,3,12.6,71.7,6.3,2.85,0,1,1,1,1,1
domestic,23,4,19.9,45.25,8.6,5.43,0,1,0,0,1,0
domestic,21,2,9.9,73.55,6.7,4.93,1,1,1,1,1,1
domestic,21,2,22.1,80.24,4.3,4.6,0,1,1,1,1,1
domestic,27,6,8.0,55.4,2.3,3.0,0,0,0,0,0,0
domestic,36,5,11.1,56.14,5.8,5.26,0,0,0,0,0,0
international,33,11,27.6,88.34,6.7,48.7,1,1,1,1,1,0
domestic,22,8,9.4,60.02,2.7,3.86,0,0,0,0,0,0
domestic,29,7,1.9,32.02,2.5,2.77,0,0,0,0,0,0
domestic,23,4,10.5,77.14,7.6,5.23,1,1,1,1,1,1
international,22,5,16.2,88.12,5.5,B,1,1,1,1,1,1
domestic,29,6,5.8,43.69,6.4,5.65,0,0,0,0,0,0
domestic,27,9,35.6,26.03,4.3,5.14,0,0,0,0,0,0
domestic,32,10,7.7,41.61,1.5,4.45,0,0,0,0,0,0
domestic,25,8,1.0,54.51,3.6,3.85,0,0,0,0,0,0
domestic,29,9,29.7,54.62,5.6,5.77,0,0,0,0,0,0
domestic,30,8,5.6,47.94,5.6,3.61,0,0,0,0,0,0
domestic,26,4,18.6,64.65,5.3,4.13,1,1,0,1,1,0
international,22,5,31.6,60.97,4.9,49.0,0,0,0,1,0,0
domestic,27,8,57.4,52.96,7.4,4.31,0,1,0,0,0,0
domestic,34,10,20.2,58.25,6.5,5.51,0,0,0,0,0,0
domestic,26,9,17.5,32.43,2.7,4.22,0,0,0,0,0,0
domestic,24,7,10.0,55.66,3.1,5.32,0,0,0,0,0,0
domestic,29,11,2.1,31.83,3.1,4.9,0,0,0,0,0,0
domestic,20,1,22.4,66.86,6.7,5.16,1,1,0,1,1,1
domestic,35,10,29.8,54.51,6.3,4.52,0,0,0,0,0,0
domestic,30,9,16.3,58.56,3.6,3.47,0,0,0,0,0,0
international,25,4,46.6,64.02,5.9,B,0,1,0,1,0,0
domestic,24,7,7.6,40.95,4.7,,0,0,0,0,0,0
domestic,36,6,31.8,75.49,5.3,4.91,1,0,1,1,0,0
domestic,24,2,3.8,56.79,3.6,5.0,0,0,0,0,0,0
international,31,10,30.0,47.8,3.0,,0,0,0,0,0,0
domestic,28,8,44.7,25.11,6.6,5.33,0,0,0,0,0,0
international,24,5,42.8,71.72,7.3,3.8,1,1,1,1,0,1
international,25,6,4.7,65.7,3.2,A,0,0,1,1,0,0
domestic,34,10,1.5,30.93,3.2,2.29,0,0,0,0,0,0
domestic,21,3,3.5,61.17,4.3,5.66,0,0,0,0,0,0
international,22,1,48.6,89.92,6.3,1.7,1,1,1,1,1,1
domestic,28,10,21.4,64.98,2.6,5.59,0,0,0,0,0,0
domestic,22,3,4.6,59.86,4.4,5.29,1,0,0,0,0,0
domestic,29,10,20.1,40.76,2.9,2.99,0,0,0,0,0,0
domestic,28,4,14.7,59.23,5.3,4.23,0,0,0,0,0,0
domestic,27,6,5.4,63.68,5.7,2.97,0,0,0,1,1,0
international,30,8,22.9,58.13,4.8,5.1,0,0,0,1,0,0
domestic,29,4,31.2,55.46,5.1,,0,0,0,0,0,0
domestic,21,2,10.3,74.35,5.6,5.49,1,1,1,1,1,1
international,24,3,18.6,47.89,5.0,3.3,0,0,0,0,0,0
domestic,29,8,22.6,51.69,4.0,5.73,0,0,0,0,0,0
international,28,6,39.7,47.0,6.4,4.3,0,0,0,0,0,0
domestic,29,6,28.0,51.47,6.2,4.12,0,0,0,0,0,0
domestic,23,5,5.8,52.98,7.8,3.78,0,1,0,0,1,1
domestic,22,2,4.7,59.27,4.4,4.22,0,0,0,0,0,0
domestic,22,3,30.3,52.81,4.4,5.93,1,0,0,0,0,0
international,24,5,22.5,65.52,5.1,B,1,1,1,1,0,0
domestic,26,4,56.8,40.22,6.7,2.49,0,1,0,0,0,0
domestic,24,4,32.9,81.45,4.8,5.93,1,1,1,1,0,1
international,28,4,62.1,78.36,6.4,72.6,1,1,1,1,1,1
international,25,8,35.5,54.2,6.5,B,1,1,0,1,0,0
international,37,12,46.1,66.74,6.4,A,1,0,1,1,0,0
domestic,28,4,19.5,50.5,5.8,,0,0,0,0,0,0
domestic,22,6,34.0,43.48,5.1,4.58,0,0,0,0,0,0
domestic,26,8,40.1,37.16,2.8,3.05,0,0,0,0,0,0
domestic,34,10,11.7,39.34,3.2,4.31,0,0,0,0,0,0
domestic,26,9,26.3,37.63,5.0,5.22,0,0,0,0,0,0
domestic,21,1,0.2,89.95,6.7,2.79,1,1,1,1,1,1
domestic,31,7,10.8,65.37,3.5,3.52,0,0,0,0,0,0
domestic,22,3,19.8,57.9,5.4,4.3,1,1,0,0,0,0
domestic,22,3,12.2,50.38,4.5,3.05,0,0,0,0,0,0
domestic,29,9,9.7,66.22,5.9,3.65,1,0,0,1,0,0
domestic,28,4,4.5,55.01,5.5,5.26,0,0,0,0,0,0
international,27,4,12.2,72.36,5.1,,1,1,1,1,1,1
domestic,26,4,3.3,31.73,2.9,4.61,0,0,0,0,0,0
domestic,24,5,16.7,25.92,3.5,4.97,0,0,0,0,0,0
domestic,34,8,2.8,27.73,4.2,3.52,0,0,0,0,0,0
domestic,27,5,3.0,35.06,4.7,4.71,0,0,0,0,0,0
domestic,35,5,21.2,52.2,3.7,4.34,0,0,0,0,0,0
domestic,31,8,3.7,62.06,2.7,4.06,0,0,0,0,0,0
domestic,21,6,7.5,88.22,5.9,2.88,1,1,1,1,1,1
domestic,20,3,12.4,69.68,6.4,4.32,1,1,1,1,1,1
domestic,20,1,19.1,85.12,8.2,3.01,1,1,1,1,1,1
domestic,24,4,0.6,75.22,5.5,3.32,1,1,1,1,1,1
domestic,24,7,23.0,47.86,4.2,4.76,0,0,0,0,0,0
domestic,25,1,17.2,50.13,6.7,3.93,0,1,0,0,1,0
international,19,2,20.3,62.63,4.8,A,0,1,0,1,0,1
domestic,27,11,14.9,39.09,1.2,2.87,0,0,0,0,0,0
domestic,26,1,2.8,51.13,3.0,3.86,0,0,0,0,0,0
international,24,5,16.3,48.22,6.6,1.7,0,1,0,0,0,0
domestic,20,2,14.2,79.09,8.2,5.04,1,1,1,1,1,1
international,27,6,16.1,84.12,5.6,6.6,1,1,1,1,1,1
international,30,4,35.1,46.17,3.0,7.4,0,0,0,0,0,0
domestic,26,9,18.5,63.05,4.5,1.91,0,0,0,0,0,0
domestic,21,1,7.0,56.04,2.4,3.72,0,0,0,0,0,0
domestic,21,6,7.1,73.92,5.7,2.63,1,1,1,1,1,1
domestic,29,2,16.4,52.21,6.9,5.84,1,1,0,0,1,0
international,20,1,5.0,62.27,4.7,4.9,1,1,0,1,0,1
domestic,30,6,20.1,27.22,4.9,4.43,0,0,0,0,0,0
domestic,25,8,18.1,71.51,5.5,4.44,1,1,1,1,0,0
international,22,5,13.1,69.1,4.6,46.9,0,0,1,1,0,0
domestic,23,6,35.2,76.59,8.1,5.63,1,1,1,1,1,1
domestic,25,2,8.4,30.23,4.2,,0,0,0,0,0,0
domestic,24,6,20.1,50.93,2.3,4.82,0,0,0,0,0,0
domestic,27,4,34.6,30.86,5.3,4.27,0,0,0,0,0,0
domestic,21,5,35.6,89.84,7.2,2.67,1,1,1,1,1,1
domestic,20,2,19.2,68.73,2.2,4.21,0,0,1,0,0,0
domestic,37,11,14.3,43.99,2.1,4.29,0,0,0,0,0,0
domestic,20,1,25.9,56.56,8.2,1.59,1,1,0,1,1,1
domestic,23,2,21.5,59.85,7.9,5.45,1,1,0,1,1,1
domestic,25,4,3.9,65.52,4.0,5.33,0,0,0,0,0,0
domestic,29,10,3.7,46.9,2.4,2.04,0,0,0,0,0,0
domestic,27,5,33.1,73.87,4.6,5.28,1,0,1,1,0,0
domestic,32,3,4.5,34.51,3.4,3.89,0,0,0,0,0,0
domestic,22,5,3.9,41.38,5.6,3.49,0,0,0,0,0,0
domestic,24,7,2.8,71.15,2.1,4.09,0,0,1,1,0,0
international,22,4,42.9,77.78,6.4,32.1,1,1,1,1,0,1
domestic,25,2,42.6,21.7,4.5,5.26,0,0,0,0,0,0
international,22,4,15.0,61.5,5.4,4.2,0,1,0,1,0,0
international,34,6,37.7,72.45,4.8,85.0,0,0,1,1,0,0
international,19,2,13.8,68.54,6.4,3.2,1,1,1,1,1,1
international,23,2,5.6,53.09,4.1,5.2,0,0,0,0,0,0
domestic,27,4,11.7,36.94,3.9,,0,0,0,0,0,0
domestic,25,5,27.2,48.22,5.6,3.91,1,0,0,0,0,0
domestic,28,8,47.7,51.81,6.1,3.65,0,0,0,0,0,0
domestic,21,3,16.5,79.06,6.8,4.22,1,1,1,1,1,1
domestic,22,8,7.2,60.1,5.6,,0,1,0,0,0,0
domestic,28,2,11.4,65.42,1.2,5.56,0,0,0,0,0,0
domestic,27,1,2.0,66.16,2.4,3.68,0,0,0,0,0,0
international,25,5,2.5,72.08,2.5,78.3,0,0,1,1,0,0
domestic,32,5,8.7,24.16,1.2,4.99,0,0,0,0,0,0
domestic,28,5,10.9,53.55,5.8,4.42,0,0,0,0,0,0
domestic,31,4,6.0,65.37,4.7,5.54,0,0,0,1,0,0
domestic,20,3,30.7,57.75,7.4,3.51,1,1,0,1,0,1
domestic,20,2,16.1,69.53,6.4,2.89,1,1,1,1,1,1
domestic,31,9,9.4,37.36,3.9,4.03,0,0,0,0,0,0
domestic,23,3,1.9,77.58,5.7,4.98,1,1,1,1,1,1
domestic,20,1,11.2,50.06,5.3,3.68,1,1,0,0,0,0
domestic,20,3,18.6,71.35,5.0,4.82,1,1,1,1,1,1
domestic,27,7,14.1,62.49,3.7,5.48,0,0,0,0,0,0
domestic,23,5,1.2,30.76,3.2,3.77,0,0,0,0,0,0
domestic,19,0,3.7,77.23,6.6,1.69,1,1,1,1,1,1
domestic,24,5,16.9,37.66,3.1,3.46,0,0,0,0,0,0
domestic,20,3,8.9,40.05,5.7,5.04,0,1,0,0,0,0
domestic,29,6,40.4,37.24,5.7,5.55,0,0,0,0,0,0
international,25,3,28.0,61.46,4.1,3.7,0,0,0,1,1,0
international,21,3,33.9,77.08,7.3,6.1,1,1,1,1,1,1
international,21,1,27.0,68.37,6.5,5.1,1,1,1,1,1,1
domestic,22,6,15.4,81.3,5.2,5.5,1,1,1,1,1,1
domestic,29,7,11.3,32.16,4.0,4.23,0,0,0,0,0,0
domestic,22,5,6.2,73.39,4.3,5.14,0,0,1,1,0,1
domestic,27,8,46.5,35.43,2.5,4.96,0,0,0,0,0,0
domestic,24,3,9.1,74.54,7.0,4.01,1,1,1,1,1,1
international,26,10,24.8,81.28,3.6,76.8,0,0,1,1,0,0
domestic,23,1,37.9,62.31,7.0,5.81,1,1,0,1,0,1
domestic,27,10,46.1,49.73,5.1,2.44,0,0,0,0,0,0
domestic,28,6,23.6,68.89,6.8,5.9,1,1,1,1,1,1
domestic,24,5,20.4,69.15,5.9,2.9,1,1,1,1,1,1
international,25,3,39.0,36.23,6.2,B,0,0,0,0,0,0
domestic,23,3,2.7,29.18,2.9,4.39,0,0,0,0,0,0
domestic,22,6,8.2,69.09,4.8,4.04,0,1,1,1,0,0
domestic,21,5,8.2,26.94,3.0,5.54,0,0,0,0,0,0
domestic,23,8,18.2,58.15,4.6,4.23,0,0,0,0,0,0
international,28,9,11.4,64.26,6.0,3.4,0,0,0,1,1,0
domestic,25,4,5.0,43.66,3.2,,0,0,0,0,0,0
domestic,25,6,8.2,53.95,2.0,5.69,0,0,0,0,0,0
international,25,3,1.2,72.14,3.1,9.1,0,0,1,1,1,0
international,21,1,32.3,66.74,3.4,2.2,0,0,1,1,0,0
international,21,0,56.8,51.09,5.1,5.0,0,1,0,0,0,0
domestic,26,3,25.2,57.01,7.9,5.5,1,1,0,1,1,1
domestic,22,6,18.2,59.39,4.8,5.68,1,0,0,0,0,0
international,29,7,33.0,43.65,2.7,6.0,0,0,0,0,0,0
domestic,24,3,9.5,76.57,2.3,2.78,0,0,1,1,0,0
domestic,23,3,10.8,57.75,5.5,5.99,0,1,0,0,0,0
domestic,34,6,6.8,62.83,4.1,1.56,0,0,0,0,0,0
domestic,26,5,3.7,47.48,4.6,5.29,0,0,0,0,0,0
domestic,34,5,7.6,65.67,5.2,4.61,0,0,0,1,1,0
domestic,30,5,25.9,42.84,3.2,5.55,0,0,0,0,0,0
domestic,26,3,36.9,58.31,5.5,4.97,0,0,0,0,0,0
domestic,34,11,26.4,29.48,3.7,3.45,0,0,0,0,0,0
domestic,23,8,2.3,28.65,1.9,4.92,0,0,0,0,0,0
domestic,24,3,11.4,66.85,3.7,5.5,0,0,0,1,0,0
domestic,36,9,39.9,59.96,4.0,4.62,0,0,0,0,0,0
domestic,24,1,9.0,39.12,5.3,4.69,0,0,0,0,0,0
domestic,24,5,4.9,46.48,2.1,5.45,0,0,0,0,0,0
domestic,30,10,8.7,51.5,4.6,2.96,0,0,0,0,0,0
domestic,29,8,21.2,46.92,5.3,3.45,0,0,0,0,0,0
domestic,22,4,12.1,43.39,6.1,4.25,1,1,0,0,0,0
domestic,29,9,15.1,59.02,4.6,3.87,0,0,0,0,0,0
domestic,37,12,22.6,40.4,2.8,3.29,0,0,0,0,0,0
domestic,36,11,15.6,41.91,3.0,5.88,0,0,0,0,0,0
domestic,23,5,4.6,24.88,5.3,5.37,0,0,0,0,0,0
domestic,29,4,26.8,49.23,4.4,,0,0,0,0,0,0
domestic,22,6,42.9,51.21,4.6,4.81,0,0,0,0,0,0
international,32,7,40.9,72.0,4.4,90.1,1,0,1,1,0,0
domestic,28,10,3.5,64.33,3.8,3.79,0,0,0,0,0,0
domestic,31,7,5.3,44.48,2.6,4.35,0,0,0,0,0,0
international,22,2,13.5,79.69,5.0,8.4,1,1,1,1,1,1
domestic,21,6,1.8,70.78,4.9,2.72,1,1,1,1,0,1
domestic,23,4,8.3,44.31,4.2,4.15,0,0,0,0,0,0
domestic,30,8,21.9,29.61,3.0,3.95,0,0,0,0,0,0
domestic,24,7,24.1,49.74,4.6,4.06,0,0,0,0,0,0
domestic,31,8,20.6,50.53,4.1,5.36,0,0,0,0,0,0
international,29,5,7.2,92.09,4.8,5.9,1,1,1,1,1,1
domestic,24,7,22.4,50.2,6.7,5.51,0,1,0,0,0,0
domestic,33,10,40.1,69.65,5.9,5.66,0,0,1,1,0,0
international,23,8,24.6,76.74,7.1,A,1,1,1,1,1,1
domestic,35,10,5.3,26.29,1.4,2.92,0,0,0,0,0,0
domestic,20,2,6.6,58.67,7.1,5.19,0,1,0,1,1,1
domestic,24,2,14.3,54.81,5.1,5.36,0,0,0,0,0,0
domestic,21,5,8.0,47.9,3.8,4.22,0,0,0,0,0,0
domestic,22,5,5.7,62.77,7.2,3.04,1,1,0,1,1,1
domestic,23,4,8.1,50.84,5.7,3.47,0,1,0,0,0,0
domestic,22,7,33.6,75.04,8.6,5.68,1,1,1,1,1,1
domestic,31,7,15.3,90.17,3.7,5.08,1,0,1,1,1,0
domestic,27,9,37.4,37.3,5.1,2.2,0,0,0,0,0,0
domestic,35,11,38.6,46.3,5.0,5.82,0,0,0,0,0,0
domestic,26,9,4.7,33.31,2.1,4.85,0,0,0,0,0,0
domestic,23,5,24.8,58.71,5.3,5.69,0,0,0,0,0,0
domestic,27,4,13.8,51.26,3.3,3.28,0,0,0,0,0,0
domestic,39,12,36.7,31.57,3.3,3.23,0,0,0,0,0,0
international,26,4,22.5,69.39,4.8,4.1,1,0,1,1,1,0
international,20,0,29.5,57.39,6.0,4.8,1,1,0,1,1,1
domestic,27,8,37.1,18.78,3.1,2.98,0,0,0,0,0,0
international,26,6,46.8,59.11,5.7,64.2,0,0,0,1,0,0
domestic,32,8,27.5,53.3,4.0,3.01,0,0,0,0,0,0
domestic,26,6,18.1,71.09,5.1,5.14,1,0,1,1,1,0
domestic,27,4,48.6,74.15,5.7,4.71,1,1,1,1,0,1
domestic,21,3,11.6,74.13,4.2,2.36,1,1,1,1,1,1
domestic,21,1,4.1,64.92,6.8,5.52,1,1,0,1,1,1
domestic,26,6,4.0,72.07,3.0,2.63,0,0,1,1,0,0
international,21,4,11.8,66.22,5.2,2.2,1,1,1,1,0,1
domestic,29,8,40.3,38.08,2.0,2.67,0,0,0,0,0,0
international,25,5,46.6,66.04,4.9,B,1,0,1,1,0,0
international,31,4,28.0,40.53,6.6,3.4,0,0,0,0,1,0
international,30,8,42.5,42.94,5.1,3.9,0,0,0,0,0,0
international,29,8,31.0,39.56,4.5,F,0,0,0,0,0,0
international,21,2,19.9,71.54,8.0,3.5,1,1,1,1,1,1
domestic,33,8,22.2,81.86,7.5,5.25,1,1,1,1,1,1
domestic,30,6,4.4,57.7,2.6,5.63,0,0,0,0,0,0
domestic,31,6,42.4,38.33,5.2,4.1,0,0,0,0,0,0
domestic,27,6,34.2,64.49,4.4,4.72,0,0,0,0,0,0
international,33,6,4.3,70.69,6.0,B,1,0,1,1,1,0
domestic,35,8,40.8,64.5,7.3,3.18,1,1,0,1,0,0
domestic,34,8,41.7,65.03,5.6,5.5,0,0,0,1,0,0
domestic,24,8,10.1,65.94,1.8,5.45,0,0,0,0,0,0
international,24,5,23.8,67.96,5.4,9.3,0,1,1,1,0,0
international,31,5,7.3,82.84,5.6,86.6,1,1,1,1,1,1
domestic,29,2,9.5,65.57,4.1,4.27,1,0,0,1,1,0
domestic,24,4,7.4,70.85,6.3,4.11,1,1,1,1,1,1
domestic,28,7,40.2,66.32,8.6,4.87,1,1,0,1,1,1
domestic,24,5,7.5,46.95,4.5,4.84,0,0,0,0,0,0
international,22,2,34.3,49.48,8.4,3.4,1,1,0,1,0,1
international,27,6,33.5,69.73,5.1,46.7,1,0,1,1,0,0
domestic,21,6,6.4,58.77,7.4,3.42,0,1,0,1,1,1
domestic,22,5,6.0,63.18,5.2,3.71,0,1,0,1,0,0
domestic,26,5,13.9,45.91,4.1,5.05,0,0,0,0,0,0
domestic,38,12,25.0,50.74,2.7,4.95,0,0,0,0,0,0
domestic,24,11,13.3,20.27,2.9,4.37,0,0,0,0,0,0
domestic,34,9,13.3,33.91,1.7,5.39,0,0,0,0,0,0
domestic,20,1,13.7,83.68,7.4,1.64,1,1,1,1,1,1
domestic,25,8,23.1,72.18,7.0,4.23,0,1,1,1,1,1
domestic,22,4,22.8,56.61,4.0,4.6,0,0,0,0,0,0
domestic,24,5,20.7,76.67,4.4,2.99,0,0,1,1,0,1
domestic,30,7,3.7,29.12,2.0,5.84,0,0,0,0,0,0
international,24,4,7.2,60.61,5.1,5.3,1,0,0,1,0,0
international,26,3,5.8,61.02,6.0,C,0,1,0,1,1,0
domestic,26,3,42.9,39.02,3.7,3.91,0,0,0,0,0,0
domestic,21,1,14.0,81.57,6.3,3.17,1,1,1,1,1,1
domestic,20,4,7.5,47.8,6.7,5.54,0,1,0,0,0,0
domestic,32,6,26.9,29.86,2.7,3.74,0,0,0,0,0,0
domestic,25,7,13.4,53.98,4.9,4.35,0,0,0,0,0,0
domestic,23,3,6.4,44.38,3.8,5.24,0,0,0,0,0,0
domestic,20,1,6.5,67.44,5.0,2.68,0,1,0,1,1,1
domestic,20,2,1.7,73.06,6.1,2.89,1,1,1,1,1,1
domestic,24,7,5.8,62.63,3.8,4.18,0,0,0,0,0,0
domestic,19,2,1.1,52.56,4.3,3.47,0,0,0,0,0,0
international,22,4,16.3,88.56,4.5,4.9,1,1,1,1,1,1
international,25,6,38.5,58.6,5.4,A,1,0,0,1,0,0
domestic,30,10,12.1,60.36,5.0,3.6,0,0,0,0,0,0
domestic,32,9,10.8,53.92,1.8,5.06,0,0,0,0,0,0
domestic,33,8,19.5,40.13,2.5,4.91,0,0,0,0,0,0
domestic,37,9,17.7,33.83,2.2,2.35,0,0,0,0,0,0
domestic,29,2,7.2,71.88,3.8,5.49,0,0,1,1,1,0
international,23,1,34.3,32.23,5.2,,0,0,0,0,0,0
domestic,26,5,39.3,43.51,6.9,5.06,0,1,0,0,0,0
domestic,25,3,2.9,38.83,1.8,3.41,0,0,0,0,0,0
domestic,20,3,31.5,56.82,7.7,4.19,1,1,0,1,0,1
domestic,24,4,13.8,81.57,5.9,2.56,1,1,1,1,1,1
domestic,30,11,20.9,66.95,5.7,5.38,0,0,0,1,0,0
domestic,20,4,56.0,49.34,5.4,5.85,1,1,0,0,0,0
domestic,24,5,25.9,55.14,6.8,5.28,1,1,0,0,1,0
domestic,29,9,20.2,59.34,5.3,5.59,0,0,0,0,0,0
domestic,24,2,35.1,32.32,5.8,5.64,0,0,0,0,0,0
domestic,28,5,51.5,59.79,6.8,2.53,0,1,0,1,0,0
domestic,23,2,22.0,40.34,5.8,3.83,0,0,0,0,0,0
domestic,26,3,13.3,33.77,4.2,3.65,0,0,0,0,0,0
domestic,22,2,15.5,32.66,3.8,3.1,0,0,0,0,0,0
domestic,33,10,9.4,41.57,3.1,4.04,0,0,0,0,0,0
international,23,3,16.7,80.86,6.4,2.0,1,1,1,1,1,1
international,28,11,9.1,45.81,2.5,D,0,0,0,0,0,0
domestic,26,6,23.9,52.55,5.5,5.74,0,0,0,0,0,0
domestic,34,10,37.7,40.03,4.3,,0,0,0,0,0,0
domestic,29,10,26.6,55.64,3.6,3.46,0,0,0,0,0,0
domestic,29,8,7.3,41.99,1.0,3.95,0,0,0,0,0,0
domestic,28,4,26.5,42.92,3.7,3.51,0,0,0,0,0,0
international,28,3,21.3,70.66,7.2,2.8,1,1,1,1,1,1
domestic,26,6,9.2,40.0,3.8,4.5,0,0,0,0,0,0
domestic,34,9,4.7,27.38,3.0,4.79,0,0,0,0,0,0
domestic,21,2,20.6,77.3,7.8,4.5,1,1,1,1,1,1
domestic,19,1,10.8,55.28,6.6,5.48,1,1,0,0,1,1
domestic,21,0,3.4,47.61,5.8,4.0,0,1,0,0,1,0
domestic,30,4,40.2,54.0,3.7,3.29,0,0,0,0,0,0
international,29,10,13.4,36.16,4.8,8.8,0,0,0,0,0,0
domestic,25,9,6.6,44.04,3.4,2.52,0,0,0,0,0,0
domestic,32,6,24.6,64.18,5.9,4.93,1,0,0,1,1,0
domestic,24,7,20.1,47.2,4.0,5.48,0,0,0,0,0,0
domestic,20,2,6.5,67.64,4.2,5.0,1,1,0,1,0,1
international,19,0,16.9,85.88,6.1,86.7,1,1,1,1,1,1
domestic,36,10,19.6,45.44,3.9,,0,0,0,0,0,0
domestic,22,3,3.1,60.59,5.7,5.32,0,1,0,0,1,1
